rela,analogy_0,analogy_1,analogy_2,analogy_3,guess_0,guess_1,guess_2,guess_3,guess_4,status
procedure_has_excised_anatomy,lung,pneumonectomy,uterus,hysterectomy,hepatectomy,gastrectomy,craniectomy,nephrectomy,sternotomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,vas-deferens,vasectomy,polyoxydonium,jejunoileostomy,uvulopalatopharyngoplasty,contrast-agent,ureterosigmoidostomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,mastoid,mastoidectomy,lumpectomy,pancreatoduodenectomy,ptbd,gastroenterostomy,pancreaticoduodenectomy,False
procedure_has_excised_anatomy,lung,pneumonectomy,tonsil,tonsillectomy,parathyroidectomy,pancreaticoduodenectomy,pancreatoduodenectomy,mastectomy,thyroidectomy,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,mandible,mandibulectomy,ventricle,surgery,fossa,anastomosis,infarction,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,maxilla,maxillectomy,fossa,ventricle,palsy,salpingo-oophorectomy,infarction,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,ovaries,oophorectomy,resection,temperature,transplantation,tract,gland,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,pancreas,pancreatectomy,surgery,infarction,stenosis,ventricle,disorder,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,penis,penectomy,anastomosis,diverticulum,salpingo-oophorectomy,fossa,fistula,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,pericardium,pericardiectomy,salpingo-oophorectomy,anastomosis,osteotomy,incision,fossa,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,pharynx,pharyngectomy,salpingo-oophorectomy,septum,fossa,palate,infarction,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,hypophysis,hypophysectomy,anastomosis,incision,osteotomy,keratectomy,dysfunction,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,prostate,prostatectomy,hysterectomy,cholecystectomy,lobectomy,radiotherapy,nephrectomy,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,spleen,splenectomy,surgery,gland,resection,stenosis,occlusion,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,stomach,gastrectomy,surgery,stenosis,nephrectomy,infarction,ventilation,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,thymus,thymectomy,surgery,stenosis,gland,insufficiency,obstruction,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,thyroid,thyroidectomy,hysterectomy,bevacizumab,stenting,methotrexate,pyloroplasty,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,tongue,glossectomy,nephrectomy,intubation,antibiotics,ventilation,catheterization,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,uterus,hysterectomy,ventricle,surgery,infarction,fossa,stenosis,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,vas-deferens,vasectomy,phosphites,gastrojejunostomy,ribavirin,plrg1,nitazoxanide,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,mastoid,mastoidectomy,myotomy,shunt,gastrojejunostomy,prosthesis,pyloroplasty,False
procedure_has_excised_anatomy,lymph-nodes,lymphadenectomy,tonsil,tonsillectomy,hysterectomy,nephrectomy,lobectomy,medication,cholecystectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,maxilla,maxillectomy,glossectomy,duodenectomy,laryngectomy,penectomy,maxillectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,ovaries,oophorectomy,microsomes,placentas,biopsies,aspirates,scrapings,False
procedure_has_excised_anatomy,mandible,mandibulectomy,pancreas,pancreatectomy,duodenectomy,laryngectomy,glossectomy,meniscectomy,colectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,penis,penectomy,glossectomy,duodenectomy,maxillectomy,meniscectomy,parotidectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,pericardium,pericardiectomy,duodenectomy,glossectomy,meniscectomy,maxillectomy,colectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,pharynx,pharyngectomy,duodenectomy,meniscectomy,glossectomy,maxillectomy,penectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,hypophysis,hypophysectomy,callosotomy,patellectomy,myectomy,pulpectomy,maxillectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,prostate,prostatectomy,colorectal,breast,gynaecologic,ovarian,rectal,False
procedure_has_excised_anatomy,mandible,mandibulectomy,spleen,splenectomy,devascularization,fasciectomy,duodenectomy,callosotomy,avulsion,False
procedure_has_excised_anatomy,mandible,mandibulectomy,stomach,gastrectomy,maxillectomy,duodenectomy,glossectomy,meniscectomy,parotidectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,thymus,thymectomy,maxillectomy,meniscectomy,callosotomy,glossectomy,duodenectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,thyroid,thyroidectomy,traumatic,percutaneous,parathyroid,transurethral,gynaecologic,False
procedure_has_excised_anatomy,mandible,mandibulectomy,tongue,glossectomy,pleurectomy,patellectomy,pericardiectomy,maxillectomy,callosotomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,uterus,hysterectomy,duodenectomy,glossectomy,laryngectomy,penectomy,colectomy,False
procedure_has_excised_anatomy,mandible,mandibulectomy,vas-deferens,vasectomy,skeletal-muscle,scar-tissue,coronary-artery,roentgen,peripheral-blood,False
procedure_has_excised_anatomy,mandible,mandibulectomy,mastoid,mastoidectomy,thoracoabdominal,transcervical,pericardectomy,corrective,transoral,False
procedure_has_excised_anatomy,mandible,mandibulectomy,tonsil,tonsillectomy,unilateral,traumatic,stapedectomy,patellectomy,allogeneic,False
procedure_has_excised_anatomy,maxilla,maxillectomy,ovaries,oophorectomy,avulsion,devascularization,autotransplantation,replantation,enucleation,False
procedure_has_excised_anatomy,maxilla,maxillectomy,pancreas,pancreatectomy,pancreatoduodenectomy,pancreaticoduodenectomy,parotidectomy,meniscectomy,callosotomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,penis,penectomy,patellectomy,parotidectomy,glossectomy,pericardiectomy,meniscectomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,pericardium,pericardiectomy,patellectomy,pericardiectomy,salpingectomy,meniscectomy,parotidectomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,pharynx,pharyngectomy,meniscectomy,patellectomy,salpingectomy,callosotomy,pericardiectomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,hypophysis,hypophysectomy,patellectomy,pulpectomy,callosotomy,pallidotomy,pulpotomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,prostate,prostatectomy,colorectal,breast,ovarian,gynaecologic,rectal,False
procedure_has_excised_anatomy,maxilla,maxillectomy,spleen,splenectomy,patellectomy,devascularization,callosotomy,pancreatoduodenectomy,salpingectomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,stomach,gastrectomy,pancreatoduodenectomy,pancreaticoduodenectomy,patellectomy,parotidectomy,callosotomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,thymus,thymectomy,patellectomy,callosotomy,stapedectomy,pulpectomy,salpingectomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,thyroid,thyroidectomy,transurethral,percutaneous,traumatic,stereotactic,arthroscopic,False
procedure_has_excised_anatomy,maxilla,maxillectomy,tongue,glossectomy,patellectomy,pericardiectomy,pancreatoduodenectomy,pulpectomy,callosotomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,uterus,hysterectomy,parotidectomy,meniscectomy,glossectomy,laryngectomy,thyroidectomy,False
procedure_has_excised_anatomy,maxilla,maxillectomy,vas-deferens,vasectomy,coronary-artery,adipose-tissue,skeletal-muscle,scar-tissue,roentgen,False
procedure_has_excised_anatomy,maxilla,maxillectomy,mastoid,mastoidectomy,corrective,hysteroscopic,nerve-sparing,transcervical,arthroscopic,False
procedure_has_excised_anatomy,maxilla,maxillectomy,tonsil,tonsillectomy,traumatic,allogeneic,stapedectomy,percutaneous,patellectomy,False
procedure_has_excised_anatomy,ovaries,oophorectomy,pancreas,pancreatectomy,hysterectomy,cholecystectomy,mastectomy,nephrectomy,appendectomy,False
procedure_has_excised_anatomy,ovaries,oophorectomy,penis,penectomy,craniectomy,myotomy,hysterectomy,fundoplication,paracentesis,False
procedure_has_excised_anatomy,ovaries,oophorectomy,pericardium,pericardiectomy,craniectomy,splenectomy,sphincterotomy,hysterectomy,myotomy,False
procedure_has_excised_anatomy,ovaries,oophorectomy,pharynx,pharyngectomy,diuretics,hysterectomy,craniectomy,anticonvulsants,splenectomy,False
procedure_has_excised_anatomy,ovaries,oophorectomy,hypophysis,hypophysectomy,splenectomy,tracheotomy,craniectomy,myotomy,paracentesis,False
procedure_has_excised_anatomy,ovaries,oophorectomy,prostate,prostatectomy,breast,tonsillectomy,adenoidectomy,myringotomy,rectal,False
procedure_has_excised_anatomy,ovaries,oophorectomy,spleen,splenectomy,splenectomy,orchiectomy,hysterectomy,amputation,atropine,True
procedure_has_excised_anatomy,ovaries,oophorectomy,stomach,gastrectomy,hysterectomy,appendectomy,mastectomy,cholecystectomy,splenectomy,False
procedure_has_excised_anatomy,ovaries,oophorectomy,thymus,thymectomy,splenectomy,orchiectomy,hysterectomy,paracentesis,appendectomy,False
procedure_has_excised_anatomy,ovaries,oophorectomy,thyroid,thyroidectomy,orchidopexy,myringotomy,steroid,phlebotomy,intra-articular,False
procedure_has_excised_anatomy,ovaries,oophorectomy,tongue,glossectomy,paracentesis,appendectomy,furosemide,splenectomy,rifampin,False
procedure_has_excised_anatomy,ovaries,oophorectomy,uterus,hysterectomy,hysterectomy,cholecystectomy,nephrectomy,craniectomy,salpingo-oophorectomy,True
procedure_has_excised_anatomy,ovaries,oophorectomy,vas-deferens,vasectomy,polyoxydonium,sulfentanil,acetyl-carnitine,alpha-keto-gamma-methiolbutyrate,orthoptic,False
procedure_has_excised_anatomy,ovaries,oophorectomy,mastoid,mastoidectomy,orchidopexy,myringotomy,ureteroneocystostomy,gastroenterostomy,tracheotomy,False
procedure_has_excised_anatomy,ovaries,oophorectomy,tonsil,tonsillectomy,adenoidectomy,rifampin,phlebotomy,orchidopexy,chloroquine,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,penis,penectomy,colectomy,craniectomy,cystectomy,gastrectomy,fundoplication,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,pericardium,pericardiectomy,colectomy,craniectomy,cystectomy,gastrectomy,osteotomy,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,pharynx,pharyngectomy,colectomy,nephrectomy,gastrectomy,hepatectomy,craniectomy,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,hypophysis,hypophysectomy,craniectomy,myotomy,osteotomy,neurectomy,thyroidectomy,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,prostate,prostatectomy,breast,pancreatoduodenectomy,tonsillectomy,pancreaticoduodenectomy,rectal,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,spleen,splenectomy,thyroidectomy,colectomy,gastrectomy,nephrectomy,lobectomy,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,stomach,gastrectomy,colectomy,gastrectomy,thyroidectomy,mastectomy,cystectomy,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,thymus,thymectomy,thyroidectomy,colectomy,cystectomy,gastrectomy,nephrectomy,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,thyroid,thyroidectomy,thoracoplasty,traumatic,pancreatoduodenectomy,intra-articular,percutaneous,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,tongue,glossectomy,colectomy,thyroidectomy,mastectomy,parotidectomy,nephroureterectomy,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,uterus,hysterectomy,gastrectomy,colectomy,cystectomy,nephrectomy,hepatectomy,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,vas-deferens,vasectomy,polyoxydonium,scar-tissue,elastic-fiber,igf-i-binding,heart-tissue,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,mastoid,mastoidectomy,lumpectomy,gastroenterostomy,ureteroneocystostomy,choledochoduodenostomy,leep,False
procedure_has_excised_anatomy,pancreas,pancreatectomy,tonsil,tonsillectomy,pancreatoduodenectomy,pancreaticoduodenectomy,parotidectomy,adenoidectomy,nephroureterectomy,False
procedure_has_excised_anatomy,penis,penectomy,pericardium,pericardiectomy,glossectomy,pharyngectomy,laryngectomies,ureterectomy,laryngectomy,False
procedure_has_excised_anatomy,penis,penectomy,pharynx,pharyngectomy,glossectomy,laryngectomies,ureterectomy,pharyngectomy,vaginectomy,False
procedure_has_excised_anatomy,penis,penectomy,hypophysis,hypophysectomy,glossectomy,laryngectomies,calcanectomy,vaginectomy,ureterectomy,False
procedure_has_excised_anatomy,penis,penectomy,prostate,prostatectomy,colorectal,breast,ovarian,endometrial,gynaecologic,False
procedure_has_excised_anatomy,penis,penectomy,spleen,splenectomy,laryngectomies,glossectomy,pharyngectomy,calcanectomy,anodontia,False
procedure_has_excised_anatomy,penis,penectomy,stomach,gastrectomy,glossectomy,laryngectomies,laryngectomy,pharyngectomy,thyroidectomy,False
procedure_has_excised_anatomy,penis,penectomy,thymus,thymectomy,laryngectomies,glossectomy,laryngectomy,anodontia,thyroidectomy,False
procedure_has_excised_anatomy,penis,penectomy,thyroid,thyroidectomy,traumatic,endoscopic,mobilising,hematologic,congenital,False
procedure_has_excised_anatomy,penis,penectomy,tongue,glossectomy,glossectomy,vaginectomy,laryngectomies,pharyngectomy,maxillectomy,True
procedure_has_excised_anatomy,penis,penectomy,uterus,hysterectomy,glossectomy,laryngectomy,laryngectomies,pancreatectomy,ureterectomy,False
procedure_has_excised_anatomy,penis,penectomy,vas-deferens,vasectomy,ketone-body,paraquat-poisoning,mucolipin-3,elastic-fiber,dictydiaethalium,False
procedure_has_excised_anatomy,penis,penectomy,mastoid,mastoidectomy,colpocleisis,patellectomy,pericardectomy,calcanectomy,vaginectomy,False
procedure_has_excised_anatomy,penis,penectomy,tonsil,tonsillectomy,fasciectomy,colpocleisis,patellectomy,laryngectomies,maxillectomy,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,pharynx,pharyngectomy,parathyroidectomy,pericardiocentesis,thymectomy,polypectomy,fasciotomy,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,hypophysis,hypophysectomy,decortication,pulpectomy,autotransplantation,allografting,patellectomy,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,prostate,prostatectomy,colorectal,transcatheter,transurethral,rectal,percutaneous,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,spleen,splenectomy,autotransplantation,enucleation,cryoablation,replantation,reimplantation,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,stomach,gastrectomy,pancreatoduodenectomy,tonsillectomy,pancreaticoduodenectomy,parathyroidectomy,retransplantation,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,thymus,thymectomy,enucleation,autotransplantation,tonsillectomy,cryosurgery,pancreatoduodenectomy,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,thyroid,thyroidectomy,transcatheter,transurethral,percutaneous,subtotal,transarterial,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,tongue,glossectomy,tonsillectomy,pancreatoduodenectomy,pancreaticoduodenectomy,cryosurgery,pleurectomy,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,uterus,hysterectomy,parathyroidectomy,pancreaticoduodenectomy,tonsillectomy,pancreatoduodenectomy,thymectomy,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,vas-deferens,vasectomy,coronary-artery,aorto-coronary,polyoxydonium,heart-tissue,orthoptic,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,mastoid,mastoidectomy,transurethral,corrective,hysteroscopic,transcatheter,subtotal,False
procedure_has_excised_anatomy,pericardium,pericardiectomy,tonsil,tonsillectomy,transurethral,subtotal,percutaneous,traumatic,transcatheter,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,hypophysis,hypophysectomy,glossectomy,patellectomy,vaginectomy,penectomy,colpocleisis,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,prostate,prostatectomy,colorectal,breast,ovarian,endometrial,cervical,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,spleen,splenectomy,glossectomy,laryngectomies,penectomy,duodenopancreatectomy,vaginectomy,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,stomach,gastrectomy,glossectomy,penectomy,laryngectomies,duodenopancreatectomy,laryngectomy,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,thymus,thymectomy,glossectomy,penectomy,laryngectomies,duodenopancreatectomy,vaginectomy,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,thyroid,thyroidectomy,percutaneous,transbronchial,parathyroid,stereotactic,positron,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,tongue,glossectomy,glossectomy,patellectomy,colpocleisis,vaginectomy,penectomy,True
procedure_has_excised_anatomy,pharynx,pharyngectomy,uterus,hysterectomy,glossectomy,penectomy,laryngectomy,laryngectomies,mandibulectomy,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,vas-deferens,vasectomy,tomato-lectin,skeletal-muscle,glossectomies,immune-complex,peripheral-blood,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,mastoid,mastoidectomy,colpocleisis,patellectomy,coccygectomy,pericardectomy,vaginectomy,False
procedure_has_excised_anatomy,pharynx,pharyngectomy,tonsil,tonsillectomy,patellectomy,colpocleisis,glossectomy,duodenopancreatectomy,vaginectomy,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,prostate,prostatectomy,intravenous,adenotonsillectomy,transcatheter,breast,subtotal,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,spleen,splenectomy,ovariectomy,castration,gamma-irradiation,adrenalectomy,orchidectomy,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,stomach,gastrectomy,ovariectomy,adrenalectomy,castration,vagotomy,orchidectomy,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,thymus,thymectomy,ovariectomy,castration,adrenalectomy,vagotomy,gamma-irradiation,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,thyroid,thyroidectomy,intravenous,intramuscular,intraperitoneal,transcatheter,percutaneous,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,tongue,glossectomy,ovariectomy,castration,orchidectomy,adrenalectomy,thymectomy,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,uterus,hysterectomy,ovariectomy,adrenalectomy,vagotomy,castration,axotomy,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,vas-deferens,vasectomy,2-bromo-(diglutathion-s-yl)hydroquinone,ureter-ligation,coronary-artery,polyoxydonium,hurricanes,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,mastoid,mastoidectomy,decerebration,subtotal,intranasal,intravenous,orchidectomy,False
procedure_has_excised_anatomy,hypophysis,hypophysectomy,tonsil,tonsillectomy,orchidectomy,ovariectomy,castration,antrectomy,thymectomy,False
procedure_has_excised_anatomy,prostate,prostatectomy,spleen,splenectomy,gland,transplantation,mucosa,tract,ventricle,False
procedure_has_excised_anatomy,prostate,prostatectomy,stomach,gastrectomy,infarction,fibrillation,surgery,ventricle,palsy,False
procedure_has_excised_anatomy,prostate,prostatectomy,thymus,thymectomy,gland,ventricle,tract,mucosa,insufficiency,False
procedure_has_excised_anatomy,prostate,prostatectomy,thyroid,thyroidectomy,cystectomy,endarterectomy,hysterectomy,nephrectomy,mastectomy,False
procedure_has_excised_anatomy,prostate,prostatectomy,tongue,glossectomy,surgery,fibrillation,infarction,effusion,palate,False
procedure_has_excised_anatomy,prostate,prostatectomy,uterus,hysterectomy,palsy,ventricle,fibrillation,gravis,infarction,False
procedure_has_excised_anatomy,prostate,prostatectomy,vas-deferens,vasectomy,anaesthetics,proctology,gases,naturopathy,dyes,False
procedure_has_excised_anatomy,prostate,prostatectomy,mastoid,mastoidectomy,osteotomy,prosthesis,craniectomy,fundoplication,talus,False
procedure_has_excised_anatomy,prostate,prostatectomy,tonsil,tonsillectomy,nephrectomy,cystectomy,surgery,endarterectomy,angioplasty,False
procedure_has_excised_anatomy,spleen,splenectomy,stomach,gastrectomy,hysterectomy,cholecystectomy,oophorectomy,colectomy,appendectomy,False
procedure_has_excised_anatomy,spleen,splenectomy,thymus,thymectomy,orchiectomy,thymectomy,adrenalectomy,vagotomy,oophorectomy,False
procedure_has_excised_anatomy,spleen,splenectomy,thyroid,thyroidectomy,percutaneous,steroid,topical,ureteroneocystostomy,endoscopic,False
procedure_has_excised_anatomy,spleen,splenectomy,tongue,glossectomy,fasciotomy,orchiectomy,plasmapheresis,pericardiocentesis,myomectomy,False
procedure_has_excised_anatomy,spleen,splenectomy,uterus,hysterectomy,cholecystectomy,thoracotomy,hysterectomy,nephrectomy,craniectomy,False
procedure_has_excised_anatomy,spleen,splenectomy,vas-deferens,vasectomy,polyoxydonium,sulfentanil,hydrobupropion,orthoptic,ketone-bodies,False
procedure_has_excised_anatomy,spleen,splenectomy,mastoid,mastoidectomy,ureteroneocystostomy,pericardiectomy,myringotomy,tracheotomy,fasciotomy,False
procedure_has_excised_anatomy,spleen,splenectomy,tonsil,tonsillectomy,tonsillectomy,adenoidectomy,pericardiocentesis,plasmapheresis,tracheotomy,True
procedure_has_excised_anatomy,stomach,gastrectomy,thymus,thymectomy,hepatectomy,thyroidectomy,nephrectomy,laryngectomy,cystectomy,False
procedure_has_excised_anatomy,stomach,gastrectomy,thyroid,thyroidectomy,pancreatoduodenectomy,tonsillectomy,pancreaticoduodenectomy,trabeculectomy,thoracoplasty,False
procedure_has_excised_anatomy,stomach,gastrectomy,tongue,glossectomy,thyroidectomy,colectomy,vitrectomy,mastectomy,cystectomy,False
procedure_has_excised_anatomy,stomach,gastrectomy,uterus,hysterectomy,hepatectomy,pancreatectomy,nephrectomy,cystectomy,laryngectomy,False
procedure_has_excised_anatomy,stomach,gastrectomy,vas-deferens,vasectomy,polyoxydonium,scar-tissue,zeta-pkc,gamma-l-glutamyl-5-hydroxy-l-tryptophan,"n,n-dibutylnitrosamine",False
procedure_has_excised_anatomy,stomach,gastrectomy,mastoid,mastoidectomy,pancreatoduodenectomy,trabeculectomy,lumpectomy,pancreaticoduodenectomy,gastroenterostomy,False
procedure_has_excised_anatomy,stomach,gastrectomy,tonsil,tonsillectomy,esophagectomy,pancreaticoduodenectomy,pancreatoduodenectomy,mastectomy,thyroidectomy,False
procedure_has_excised_anatomy,thymus,thymectomy,thyroid,thyroidectomy,transcatheter,percutaneous,transurethral,transarterial,intramuscular,False
procedure_has_excised_anatomy,thymus,thymectomy,tongue,glossectomy,parathyroidectomy,splenectomy,adenoidectomy,tonsillectomy,orchidectomy,False
procedure_has_excised_anatomy,thymus,thymectomy,uterus,hysterectomy,vagotomy,thyroidectomy,adrenalectomy,parathyroidectomy,splenectomy,False
procedure_has_excised_anatomy,thymus,thymectomy,vas-deferens,vasectomy,polyoxydonium,coronary-artery,orthoptic,diquertin,scar-tissue,False
procedure_has_excised_anatomy,thymus,thymectomy,mastoid,mastoidectomy,ureteroneocystostomy,choledochoduodenostomy,transcervical,corrective,gingivectomy,False
procedure_has_excised_anatomy,thymus,thymectomy,tonsil,tonsillectomy,tonsillectomy,adenoidectomy,adenotonsillectomy,parathyroidectomy,vasectomy,True
procedure_has_excised_anatomy,thyroid,thyroidectomy,tongue,glossectomy,hepatectomy,gastrectomy,nephrectomy,surgery,pancreatectomy,False
procedure_has_excised_anatomy,thyroid,thyroidectomy,uterus,hysterectomy,palsy,ventricle,infarction,atrium,surgery,False
procedure_has_excised_anatomy,thyroid,thyroidectomy,vas-deferens,vasectomy,laryngectomy,hepatectomy,gastrectomy,pancreatectomy,parathyroidectomy,False
procedure_has_excised_anatomy,thyroid,thyroidectomy,mastoid,mastoidectomy,craniectomy,colectomy,osteotomy,gastrectomy,craniotomy,False
procedure_has_excised_anatomy,thyroid,thyroidectomy,tonsil,tonsillectomy,hepatectomy,gastrectomy,nephrectomy,pancreatectomy,mastectomy,False
procedure_has_excised_anatomy,tongue,glossectomy,uterus,hysterectomy,laryngectomy,penectomy,pancreatectomy,gastrectomy,mandibulectomy,False
procedure_has_excised_anatomy,tongue,glossectomy,vas-deferens,vasectomy,citric-acid-cycle,costectomy,polyoxydonium,talectomy,glossectomies,False
procedure_has_excised_anatomy,tongue,glossectomy,mastoid,mastoidectomy,patellectomy,maxillectomy,colpocleisis,duodenopancreatectomy,pulpectomy,False
procedure_has_excised_anatomy,tongue,glossectomy,tonsil,tonsillectomy,maxillectomy,duodenopancreatectomy,penectomy,patellectomy,parotidectomy,False
procedure_has_excised_anatomy,uterus,hysterectomy,vas-deferens,vasectomy,tetrabothrius,coronary-artery,scar-tissue,heart-tissue,orthoptic,False
procedure_has_excised_anatomy,uterus,hysterectomy,mastoid,mastoidectomy,corrective,transcervical,toothbrushing,intra-articular,segmental,False
procedure_has_excised_anatomy,uterus,hysterectomy,tonsil,tonsillectomy,liposuction,phlebotomy,paraquat,cryosurgery,tonsillectomy,False
procedure_has_excised_anatomy,vas-deferens,vasectomy,mastoid,mastoidectomy,lumpectomy,septoplasty,turp,pneumonectomy,polypectomy,False
procedure_has_excised_anatomy,vas-deferens,vasectomy,tonsil,tonsillectomy,mastectomy,pneumonectomy,hysterectomy,cholecystectomy,thyroidectomy,False
procedure_has_excised_anatomy,mastoid,mastoidectomy,tonsil,tonsillectomy,hysterectomy,mastectomy,burns,peritonitis,trauma,False
